,Unnamed: 0,CIF filename,fitness
0,494.0,a1272b4102cc43448dee853906c520d0,5.025357723236084
1,550.0,fb8d0a26734341d6a191c3862b43dff9,5.022873878479004
2,417.0,bf6b3f4c649744c8901b5ed91db1cec0,5.019431114196777
3,547.0,a52432ae3c7048dd95ac8b1ebe4f8691,5.009023189544678
4,0.0,e2ee5bbaefa047d38747277309c9993b,5.009023189544678
5,536.0,23d648fdc75249e6a4b25851e67d23c8,5.007319450378418
6,1.0,fc06201358484083a90bee34132137af,5.007319450378418
7,662.0,80026b69db27492389205c49424fb9ed,5.005061626434326
8,775.0,4af32c15a59a436b8b1bb758e103de59,5.003291606903076
9,883.0,7d63be2356a247cba0ace34a379be9dc,5.002792835235597
10,384.0,d3bfe5a450c24d48908deedcebff86f8,5.002422332763672
11,856.0,b00f437ca9454ec9b93cb2aabb034d9a,5.001471519470215
12,914.0,dd5cbaa94e5e4789a331cbb0e16faa0b,5.001458168029785
13,477.0,bf02a6529a244c18bdd4e9c8dce07c01,5.001456260681152
14,234.0,282084641c6741208b105682fd4adeef,5.000718116760254
15,392.0,dd7602515a2440b6ac464142f106d180,5.000672340393066
16,834.0,24c2d2d4fe294875a2f2d034fc82bd42,5.000024795532227
17,757.0,602a5d2ab0204309a4d8123e2531646f,4.9999661445617685
18,709.0,c90dd92f70504cb3b77b43b01031ab31,4.998876571655273
19,844.0,55e35c85f4094002ac6e41530c0d2489,4.997247695922852
20,816.0,cb24230e106846d7808ec197110dbe5d,4.993403434753418
21,842.0,57ab91a8817d42dc9a8017db92d3fdce,4.992267608642578
22,567.0,b578ece0328f4bf69e199b62152b86be,4.990841865539551
23,552.0,59505d7a179b45838f302ea6caf8e85e,4.988496780395508
24,347.0,dc69a22179884c9e813f01a591d5d176,4.986142635345459
25,2.0,sonsiz_P1,4.986142635345459
26,247.0,ae48619603cb439b99526402cc97abec,4.986142635345459
27,143.0,0d4715cd57b94c458b9c8a48d3f8d3e5,4.986142635345459
28,706.0,031eed1ca8c44ce88a05c3599b64e60f,4.9825758934021
29,426.0,b283ea55c1744d6ca8ef8fc1b7f9edb4,4.981884002685547
30,630.0,df1d153f94b040a39fd0f62f0ca1f09f,4.980940818786621
31,3.0,a1e2796cda8c4840a142b9199f13b6e2,4.980579853057861
32,289.0,08ac316dc9f340f18893f55305fefc98,4.980579853057861
33,1008.0,77d5999bedc14cd1a37dded62a190ba8,4.980457305908203
34,78.0,d0a82b246a534586bbe6da4fb27a88ef,4.979300022125244
35,231.0,37757f046dcd4b45a905c8734fa995e4,4.978918552398682
36,489.0,a9d26f470db94788aaeaa706cccedd49,4.978918075561523
37,683.0,7c74b782aba64e838d3da4e172895b7f,4.978582859039307
38,713.0,52ac41b9bae64358ba67bf32a2f12691,4.977729320526123
39,705.0,878a01b31508427b92499d30062e7c08,4.977326393127441
40,621.0,0c775bf996d441fc99e83e832053eb6e,4.977027893066406
41,269.0,98c61252bde74737b53eb14ade47193a,4.976858615875244
42,854.0,bd9ce921218943df8567f589b4df443b,4.976721286773682
43,905.0,17dcf8a11d2743c49dbc7bde1c7beca4,4.9756197929382315
44,791.0,f9f13993b1054765babd45721ded8abb,4.973933219909668
45,272.0,6b2dd42cfce947d59412a04bc1d4b7a3,4.973863124847412
46,788.0,1caa451cac914206baa0f662b33644e0,4.973656177520752
47,4.0,7a9138fbcf2e4c9aa4c1d988ab090700,4.9733853340148935
48,623.0,a81a073777df46c88a123575e3e24f35,4.9733853340148935
49,1021.0,dd38ec6b23da4ce8a289ec31b03533f2,4.973321437835693
50,,d0c3526dd90a45b5b59ae5f45f25a378,
51,,4624af58a3cb4c9bbf129692170c438c,
52,,0bbc7a50e63c49d28f14ff9f39df139f,
53,,731fefa7cf9b44f0913d1f706355117d,
54,,b09951d340004b7f98edf6ec30f17ac7,
55,,4e40d3ce4b294620b79ff39c489f694b,
56,,fd1696a27fab49d5b892fd52ce1d7a38,
57,,7a36aa436012441d9d4a1ca65654a012,
58,,7df01846538a4443ae5feba58abb9ec2,
59,,e421a6132f104500b265afcb842d4e28,
60,,9decb7357c744feb9d9efedc474fc729,
61,,02d3f1c66eb848708c3fabe95faa98a6,
62,,06f32abf74cf4c909de2c80026b9b304,
63,,0f289a8ceb914352a76eb4c110381791,
64,,44993edaad0f48d0bc730ea3555acb06,
65,,7df22d546ef94037acb3943c590d29f9,
66,,9e98dedc55524ba699e7b7eb039a908a,
67,,12024a3e37f04cbeb5f3063ced44bd47,
68,,1a1d624885d64e24b90e576bbb6d79e4,
69,,ef060ec6849b488985c3a909d3f06ef2,
70,,16c19b9e7d0f4f98b19d58670b86bc37,
71,,b08590780f384d46ac152a838feaa1d2,
72,,e77038a7e50f4d3cb350daf921ad088e,
73,,ce6555618dac4c229fa1ef84af8b2ab5,
74,,8b176826d8d74972bd1c5dbd29bf2c67,
75,,7ee008897c4e4f3593ae43074c5b114e,
76,,934e37c32e9b4a729602853f99ad4083,
77,,1f26cb55d4ce456d85fe6fc1951f6438,
78,,150d88c5c65c4999890f76447e84c028,
79,,0cfd35b06ebb410889fdb76e74682cf0,
80,,687684f155a447c6969d1a35bad776e2,
81,,a851f84ad72845e8ac966d37d53412bf,
82,,56a33413ae944153a62d7806e2370a76,
83,,786771fee0424c08974b6d8ea31075ff,
84,,e440043ee1554ec2ba9cc23d19944233,
85,,584b9d70f16341f491a5b4c8e09eca41,
86,,8748dfdae00b45db88327e7e6b40bcfb,
87,,7c64ed0ee7004d7d84931f63b2d51e08,
88,,37ead19139a147b09c46184966fd9b9f,
89,,cc5f8c99547f42adb9566b1203c2296d,
90,,3f3afa20df1a4292b8fd40e9ae726206,
91,,e19dbcf04fa94603a6b747e35915b370,
92,,a381f8cb508b4c54b70a779d6678fda6,
93,,0a7f507d15854ad89775ed1f03d8aedb,
94,,d3598afe99e64e0681024ea99b5708b9,
95,,a62c950b568548e598826a22f9cd2b7a,
96,,a771909412fe495883bd6d6388bc1ed4,
97,,4c1ca065581f407fab002823d5ab79a6,
98,,e82592e56e5041229f33e84d617661ae,
99,,7bc1032343594c76b1b9ff08e0b5c22f,
100,,c209e654d8b947699a1cd83d00d8c3a0,
101,,6079b427ef684486a855e7f0d6536d8f,
102,,2da2145480f244c19b2bb08c35a22a1a,
103,,d12c44c28804450ab1fb26df26b9dcbf,
104,,dd475d2f4d7a4502813da027309b3b3d,
105,,08fdcb8f985443c8b6fb62dbb101a8dc,
106,,381614b7479945ec8bf756303f0419c0,
107,,1f24b3c6f42143eb9e21392514d81137,
108,,44953a073b174642ae964bad5ee77463,
109,,c0918fdc0ecc424583906fad26f14c6b,
110,,72520205fc914cbea498cd5dfcfb48b2,
111,,73def7bad4f248dc990e841919641595,
112,,4dd5547bfa184706b723007fff1ffb1a,
113,,e2fee36302914c5c9888bf4fef9c6571,
114,,38cdc06f72954f2692bce800ece6c279,
115,,0422b23056c6466e8a555a4b3a78048d,
116,,b56fecdb926f4060ab16fdb3b7333898,
117,,3b4e2c902c934915b4b47d5b75e16612,
118,,43adadc3009a4f2d8b35e4ee1e617f68,
119,,5170cbcc26ee41a5b75d439eec91c9af,
120,,a822df22fdc64f16867a937dd9906c0b,
121,,9af5ae060a4941a0918f8948d19b593f,
122,,33baf3f48a9b4ba3b115818c7bc4c18b,
123,,306209ac35494bd3a190690172648666,
124,,1154954676604f80bd582e7bc1f66591,
125,,435ddfe43f214e36a444c4fbff3e4a84,
126,,68affb113ea047089dab30c1ed6997b5,
127,,cf85e77946fa4b4dbc2c754df03e5721,
128,,480570e374d94a95bfb40f9122b1c630,
129,,90e968d23bf64ee780f99649fbfc206d,
130,,1bf1e78fa665400a9cf5c5de71b3c8e4,
131,,ec0125fe9b2a48ddadf4b1133540cc66,
132,,2dd56a02c3a04ea7bd9020a2523d026e,
133,,5534cf7ce551430d835755cb14429f76,
134,,f55a44f533b544cf9a24c60104c4a45e,
135,,6c6518bf262c47e9b471c813b40783aa,
136,,78bf9038c83a425e86318f824ca4728b,
137,,c6a20ea1b4c44dce8a97caf00155e0b8,
138,,946c6757017047cbb18b80b0dc8c3f75,
139,,ede527e4f0ed463892707c49a8adada2,
140,,5f35180d01af4322952443868a2d10ce,
141,,6c5e71cdc36c4542bd7b0e0a0a3f5c07,
142,,0f81077a4a4546979508194fd7d9bb0c,
143,,4c0b7cbe078c44b69800c49886e4e3e5,
144,,cc07a2cc348743ef9880b3ed1f98ac5d,
145,,d7ea979ac1b941b887ae2c073146a756,
146,,dde147b230c94292bd1ffb0335140b16,
147,,7573a73664c8451ebf613dd93d7b6a6b,
148,,92aadc25f5744f1ba9dd1ee23ce03588,
149,,b96cce0bbeda4eb3b8d2022b8d2e3c32,
150,,b0779797dc1441dc94ee91e4224813b2,
151,,25ee1adc908f4efc93f4eb82bc346092,
152,,8a9fcf75f8b447e69713d919d9393965,
153,,987a41f655e34d4c8a0a091d58c14ec5,
154,,a4734000def343b4afb0c140ac9fffc1,
155,,6d837c8dc5974ccc9b78bbfa304f9b9d,
156,,dcf1b4e055bb4f0e84249366e0195fdd,
157,,ecc141b74a374dd6814f3a6e1a6c8c57,
158,,2a1d815258284aacac79c94005fdaee8,
159,,34d0092ad7b8480095fe0a80eeb5db72,
160,,97e7ceae89b94d66828d1b63f7d9c9d9,
161,,e0dca51d644841f88f286a9f0f7a9326,
162,,db4897e5ba6d41e99d11860d8ef31a89,
163,,1d50824717eb4b3881caddbbab4a9ac6,
164,,a60a4f4c65814dd7a637da8618d3ea13,
165,,91751cf6e7f7422d80cdae27b80ac609,
166,,f8d288c0abc8409894ae2b3dea3c1b8b,
167,,436ab1dfe7cf4171b4cf3cd3da265920,
168,,316ffcab05374e4dac1089c7fd5c06a8,
169,,788d6663c9344e9eb090de68cbd2f4ac,
170,,418160ff4fbf433784edb7c5cc99fe81,
171,,76c07f8ff0f7407382ecffc3beeba9cc,
172,,5fc7a3f6322544adb3cf6c9e264cbb56,
173,,0b1e49c923ea40588eabc33865af511c,
174,,3a6e3a4a3e48404ca6dbade3ccf57f79,
175,,bda34bc7e7c14270b48e48dd20023f26,
176,,3dad43e9697b419aa6fdac27e47d5519,
177,,9a97be29752d4fd58663be1ffe62277c,
178,,1967bdeb477144a09625d31667ee6f15,
179,,136aeb317a344bd99bb3fd12d1955e8f,
180,,1fa119d48de8437c9810a9714d403a38,
181,,08374807205a4ada95414304ad7e8a2f,
182,,ddb78cc150cc41d8979b31d0c15d0fae,
183,,d03adf11a39e4287a116625b1414be9d,
184,,7830d890796e48ba991803c605fa51bb,
185,,49fcf25ca8304003a994283285d46ba6,
186,,8ebce29efd804d9ca30d1ff84f61cc11,
187,,e34d331974ed4ba0955c8dec52a0eb45,
188,,fc2d2e8fc800401aac05323db51c636c,
189,,3b852ffcd1994695924328d4cba42ffe,
190,,de80b489b2c74a0abad123c8a1a0185d,
191,,f58025aa51ab474b95e3d30e13d2c998,
192,,d22df132010e48398f8f4ec231305633,
193,,720797dd39584078837870805c2be63a,
194,,5e2fe0d15ffa481484e1e18a41f4f39d,
